,track_id,artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4881,6FnD62i17Yb1gd2RBS1x30,Michael W. Smith;Skye Reedy,Awaken: The Surrounded Experience,Agnus Dei,294368,False,0.204,0.242,7,-12.121,1,0.0354,0.608,0.0,0.174,0.0765,134.742,4,world-music
4882,1nkf3dkbk1gUO361O8gDqo,Patrick Page;Hadestown Original Broadway Company;Anaïs Mitchell,"His Kiss, the Riot","His Kiss, the Riot",183794,False,0.217,0.506,10,-10.434,1,0.114,0.553,0.00517,0.0878,0.229,78.476,4,show-tunes
4883,1wdPW3bn0ysQVdRhWET6XL,Candy Lo,哲學家,哲學家,274545,False,0.55,0.373,2,-9.006,1,0.0306,0.822,0.000589,0.112,0.471,131.947,4,cantopop
4884,3PHj5zJAHJrU7Iw8QgSnLV,Dr LoFi,Aaj Din Chadheya (Lofi),Aaj Din Chadheya - Lofi,298912,False,0.427,0.504,8,-10.458,1,0.0628,0.537,0.0192,0.371,0.107,73.522,4,indian
4885,1Y0BPppM77cdZQqcR3uWO3,Traditional;Friedrich Oberschelp;Christfried Bickenbach;Gerhard Bunk;Der Bielefelder Kinderchor,Alle Jahre wieder: Weihnachten mit Kindern,"Herbei, o ihr Gläubigen",197400,False,0.325,0.107,10,-17.44,1,0.0389,0.983,0.0,0.1,0.346,109.271,4,sleep
4886,3vEx3syxx9AdodiBPiBY5j,Cameron's Bedtime Classics,Lullabies and Magic,Sweet Dreams,263924,False,0.465,0.106,2,-18.594,1,0.0314,0.963,0.942,0.098,0.0392,79.036,4,disney
4887,402z8paMCSLAv7XnW6YEvi,Gabino Pampini,50 Años,Cuando Florezcan las Amapolas,228762,False,0.672,0.658,2,-8.883,0,0.0352,0.593,0.0399,0.0357,0.84,109.17,4,salsa
4888,5Z3ZbUOUgYFdFdgPFwwdDf,Frontliner;Natalia Isabella,The Summer Of Frontliner 2,Sail Away - Edit,214305,False,0.399,0.683,6,-5.459,1,0.0392,0.00899,0.0,0.119,0.265,150.082,4,hardstyle
4889,0JZZ3Ae4P3jlH3R4wZUbN5,Steel Pulse,African Holocaust,Global Warning,292866,False,0.806,0.679,1,-6.579,1,0.259,0.0465,0.0,0.0431,0.811,77.139,4,dub
4890,1e9IYUO2mZvklWC5RkffPl,White Noise for Babies,Sea of White Noise,Noise Ambience Calmness,218000,False,0.12,0.971,9,-20.252,0,0.0655,0.996,0.883,0.809,1e-05,76.252,3,sleep
4891,0VbOBom0Ya2zrlSpv7II1C,Collective Soul,Dosage,Heavy,174912,False,0.553,0.872,1,-5.617,1,0.0374,0.00109,0.00115,0.0988,0.543,106.927,4,grunge
4892,1wjmb6uqRlWuF6stUJ4eNc,Blank & Jones,Substance (Super Deluxe Edition),Desire,413640,False,0.679,0.867,7,-4.695,1,0.0484,0.000752,0.919,0.837,0.336,139.993,4,techno
4893,3H3KHEifg4i7RZedDqZeX0,WowKidz,50 Top Hindi Nursery Rhymes,Titli Udi Bus Mein Chadi,40704,False,0.93,0.463,6,-6.302,1,0.319,0.88,0.0,0.107,0.761,125.009,4,children
4894,3DUGWLHFA5B0dI80WhnL9F,Eve 6,Horrorscope,Sunset Strip Bitch,198760,False,0.433,0.928,9,-4.438,1,0.148,0.000993,5.48e-06,0.087,0.785,175.897,4,grunge
4895,0Cqa73dSlagoCQP2LEBFDr,Los Tecolines,Peerless 80 Aniversario - 24 Exitos Vol. 1,Mucho corazón,186986,False,0.764,0.287,4,-12.13,0,0.0382,0.964,5.56e-05,0.105,0.405,113.106,4,guitar
4896,3nxQsiBxMP7f1Ey4J7YqNs,Las manos de Filippi,Los Métodos Piqueteros,Los Métodos Piqueteros,208200,True,0.733,0.678,9,-6.745,0,0.0326,0.0138,0.0,0.168,0.938,114.004,4,ska
4897,0nL9R8UslLX49eij3eq1Ro,The Prophet;3 Steps Ahead,The Hardcore Archive Part 2 (1995 - 1996),Housetime (3 Steps Ahead Remix) - Extended Mix,313324,False,0.699,0.977,11,-3.691,0,0.109,0.304,0.0489,0.174,0.123,99.929,4,happy
4898,4aWqVlWZwVfuSTVucZrb65,Ella Fitzgerald;Louis Armstrong,pov: you are an christmas elf,Cheek To Cheek,353647,False,0.665,0.443,0,-8.076,1,0.0803,0.582,0.0,0.113,0.662,122.872,4,jazz
4899,13SgfMDRRldjdxzd6eKpQm,Juan Magán;Mariah Angeliq;Yera,Hora del taco sin auto,Amigos,177333,False,0.74,0.63,11,-6.634,0,0.0832,0.0212,0.0,0.299,0.763,89.952,4,latino
4900,3clj22mW4k1FADb751JYWc,Dead Fish,Zero e Um,Bem-Vindo Ao Clube,187400,False,0.547,0.977,1,-2.819,0,0.0924,0.000834,3.98e-06,0.366,0.386,97.993,4,punk-rock
4901,4N7YAWIUEYqntHh04Qdf8M,Vitinho,"Sonhos, Vol. 1 (Ao Vivo)",50 Tons - Ao Vivo,199668,False,0.567,0.849,0,-6.379,1,0.0959,0.701,0.0,0.965,0.839,149.826,4,pagode
4902,4SjKsDIVQessPLdN42FZlm,Vishal-Shekhar;Snigdhajit Bhowmik;Ananya Chakraborty,"Alcoholia (From ""Vikram Vedha"")","Alcoholia (From ""Vikram Vedha"")",231022,False,0.774,0.584,11,-7.89,0,0.107,0.231,0.0,0.198,0.444,132.0,4,pop-film
4903,0OQtMyzTMcvYtul4uGCJPb,Brock Ansiolitiko,Ver-S.O.S,De vuelta a casa,195941,False,0.661,0.697,8,-8.387,1,0.0501,0.32,1.16e-05,0.0922,0.0755,98.02,4,spanish
4904,1DEA1tTNQdWPsoH0Zr2kdu,Pert Near Sandstone,Paradise Hop,Appalachian Girl,258093,False,0.496,0.475,7,-6.509,1,0.0323,0.801,6.86e-06,0.157,0.533,112.454,4,bluegrass
4905,0pPeUQmVwq1MfVeh9x3tbV,Oxya,Take Back,Take Back,180023,False,0.492,0.842,7,-4.52,0,0.11,0.0604,0.0,0.419,0.649,159.846,4,hardstyle
4906,0YJ8NlhYd13u2CZeuI2HMD,Earl Klugh,Soda Fountain Shuffle,Just Pretend,223266,False,0.709,0.372,2,-16.478,1,0.0526,0.652,0.415,0.129,0.832,78.53,4,guitar
4907,6Mmfn16y9FPXhjvneVFE9e,Joachim Pastor,Goodbyes,Goodbyes,466935,False,0.707,0.519,9,-12.566,0,0.039,0.665,0.9,0.109,0.166,123.999,4,minimal-techno
4908,6WRJ8fEAi03rbGRFIorfc6,Elsiane,Mechanics of Emotion,In the Shadows,285493,False,0.467,0.529,4,-8.825,0,0.0287,0.0192,0.000422,0.11,0.177,87.949,4,trip-hop
4909,4MO8ZfoBPueBLS7dIm99MM,PartyfrieX,Partyfreak,Vreten,189600,False,0.546,0.887,2,-5.684,1,0.114,0.114,0.0,0.847,0.626,134.076,4,hardstyle
4910,1urIVc5DUYEh8boKLd3FCt,Mortician,Hacked up for Barbeque/ Zombie Apocalypse,Eaten Alive by Maggots,113346,False,0.297,0.817,9,-10.017,0,0.121,0.00062,0.297,0.18,0.0744,125.225,4,grindcore
4911,5PXsZaT8cOxb4mXrA20PMQ,Ozuna,Nibiru,Baila Baila Baila,158760,False,0.837,0.626,11,-5.674,0,0.152,0.0588,0.0,0.252,0.592,99.987,4,latino
4912,2whwQ5AcH84MhNIXoAYKdi,Watchhouse,This Side of Jordan,Cavalry,196493,False,0.48,0.273,2,-11.045,1,0.0319,0.913,0.000135,0.0911,0.438,124.238,4,bluegrass
4913,37401pYbpD1TKkFyP4hYPB,Royal Deluxe,Born for This,I'm A Wanted Man,228986,False,0.493,0.588,11,-5.145,0,0.0342,0.00943,5.37e-06,0.325,0.259,82.072,4,blues
4914,1kjxU1Z1omaqsaS7qh3ZhQ,Selma India,Je Suis Paix,Je Suis Paix,182831,False,0.304,0.0219,9,-30.35,1,0.0324,0.987,0.91,0.109,0.231,104.09,4,piano
4915,7hiUBUSyIepRGWQbYrMvzw,Nathaniel Rateliff & The Night Sweats,Mega Hits Autumn/Fall 2022,Face Down In The Moment,279186,False,0.52,0.591,6,-3.225,1,0.0301,0.353,0.00412,0.102,0.359,151.089,4,blues
4916,7aRbNtrDwkJh8THFGUAD0A,Franz Schubert;Burak Çebi,Burak Çebi: Bright Spots,Piano Sonata D. 960 in B-Flat Major: I. Allegro moderato,1203613,False,0.412,0.0313,10,-25.323,1,0.0454,0.991,0.899,0.0735,0.0387,126.359,4,classical
4917,5PFuhDqfybJX0yUDorOcls,Sound Rush;Sogma,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Transform,235423,False,0.319,0.896,3,-3.749,0,0.08,0.00139,3.01e-05,0.104,0.362,154.655,4,hardstyle
4918,6KeXJbrg02axATKVgdW8am,Ludovico Einaudi,Una Mattina,Ora,473493,False,0.225,0.124,10,-26.385,1,0.0544,0.965,0.905,0.0937,0.0479,132.853,4,ambient
4919,6dnPQD7riP9K0ub8tbFJV5,SHISHAMO,SHISHAMO BEST,熱帯夜,252266,False,0.539,0.753,2,-6.651,1,0.0338,0.000814,4.46e-06,0.167,0.647,186.144,4,j-rock
4920,04YU3IbNPCd3VPHOHjJJUx,Last Idol,ラストアルバム,何人(なんびと)も,273600,False,0.633,0.913,8,-2.587,0,0.045,0.0711,0.0,0.202,0.829,126.982,4,j-idol
4921,6JMRXqVpDD1Xu2lAoFOVbS,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],Rodo cotidiano - Ao vivo,207197,False,0.483,0.896,7,-5.206,1,0.0887,0.186,0.00019,0.965,0.392,128.21,4,reggae
4922,4WNjDQ6LZJxM0nsWyfhHHg,Format:B;Pleasurekraft;Kolombo,Ibiza Techno Top 50 : 2022. 2 - the Closing,Coltrane - Kolombo Remix,412800,False,0.786,0.682,4,-7.412,0,0.0739,0.0106,0.557,0.0896,0.145,125.008,4,deep-house
4923,4kBJKzHDMYlocOXDssdqNi,Flamin' Groovies,Groovies Greatest Grooves,Don't Put Me On,252346,False,0.631,0.593,5,-11.485,1,0.0444,0.0866,0.122,0.374,0.58,128.47,4,power-pop
4924,6UcbxO3C7bgwkjjVdFxqim,Ekin Cheng,初夏之戀,I'll Have to Say I Love You in a Song,152666,False,0.535,0.681,9,-8.288,1,0.0272,0.822,0.00654,0.106,0.666,133.702,4,cantopop
4925,6zZmCSkyu52ho1xEekxLim,Propellerheads,Decksandrumsandrockandroll,Better?,123040,False,0.687,0.982,1,-6.226,1,0.223,0.00951,0.856,0.0659,0.343,183.761,4,breakbeat
4926,7GEQkaJPZmph6xtzXFNWxn,The Killers,Alternative Christmas 2022,Joy Ride - Night Version,436413,False,0.666,0.935,0,-4.563,1,0.0445,0.00285,0.781,0.352,0.69,118.999,4,dance
4927,2gak2Z4kHpsCiyhySu1aO6,Nicola Conte,Jet Sounds Revisited,Love Me 'Til Sunday - Performed By Nicola Conte,269949,False,0.685,0.832,7,-8.232,1,0.0314,0.346,0.243,0.145,0.768,107.994,4,trip-hop
4928,723iQZxU8MToulytMk7hkG,Kijugo,Kataware Doki but is it okay if it's lofi?,Kataware Doki but is it okay if it's lofi?,192000,False,0.847,0.146,0,-19.128,0,0.0674,0.838,0.929,0.211,0.205,119.986,4,anime
4929,2qRrm8JIClfFaXlt0UHxvi,The Chemical Brothers,Surrender (20th Anniversary Edition),Flashback,320906,False,0.215,0.979,11,-4.228,1,0.0433,0.0114,0.00034,0.08,0.32,140.142,4,breakbeat
4930,0F0vP1gOKm3TRc8RxuWH7K,Linn da Quebrada;Boss in Drama;BADSISTA,mEnorme,mEnorme,224246,False,0.384,0.508,1,-9.587,1,0.0483,0.127,0.000199,0.234,0.227,124.82,4,club
4931,1gXqg06Sc5301iRoKNhRRL,"Nikolai Erdenko;Ансамбль ""Джанг""",Шедевры цыганской музыки. Классика цыганской песни,У реки,134173,False,0.536,0.391,6,-17.031,1,0.0387,0.933,0.00462,0.15,0.82,154.325,4,romance
4932,2mUVRJuqQDjiQHzsQrZ0mg,Anthony Rother,Super Space Model,Don't Worry - Original,502609,False,0.917,0.336,0,-10.52,1,0.367,0.000234,0.627,0.106,0.888,129.965,4,minimal-techno
4933,3SlQVRQAgsc6ac6UBM9dIk,LiSA,LEO-NiNE,unlasting,296813,False,0.637,0.447,7,-5.893,0,0.0302,0.53,0.0,0.0977,0.343,113.256,4,j-rock
4934,0DPcJVMHiqvl4oWuaG48lo,Wolfgang Amadeus Mozart;Jan Lisiecki,Mozart - A Classical Dawn,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Theme",57133,False,0.451,0.0159,0,-35.666,1,0.0644,0.991,0.877,0.0717,0.883,114.211,4,classical
4935,2sE9IexbGA2WwA4J6JaVw0,New Model Army,Winter,Burn the Castle,192478,False,0.367,0.904,11,-8.206,0,0.0629,0.000262,0.201,0.0564,0.452,143.333,4,goth
4936,3yuSn1mX7iU35dmVqqvVPD,Luke Vibert,We Hear You,We Hear You,193053,False,0.802,0.812,6,-3.169,0,0.128,0.152,0.0,0.256,0.717,95.631,4,idm
4937,6QLKiicKZXwzaCtUWS1SI3,Novo Som,As 10 Mais do Novo Som,Para Sempre,232013,False,0.625,0.399,9,-12.705,1,0.0288,0.423,0.0,0.412,0.388,130.298,4,groove
4938,4m4fIb5so8C1ifn6AVufBV,Nicholas Gunn,The Sacred Fire,A Place in My Heart,220266,False,0.667,0.652,2,-12.216,0,0.0589,0.28,0.692,0.108,0.492,92.554,4,new-age
4939,0ETDRoS675x8vFPT1GuLgL,Glee Cast,Glee LGBTQIA+ Pride,"River Deep, Mountain High",212626,False,0.325,0.855,8,-4.603,1,0.0755,0.0563,0.000299,0.298,0.497,167.538,4,club
4940,4b5QHhUld8ba26ZJEHawFW,Larry Heard,Can You Feel It,Can You Feel It - Instrumental,340813,False,0.687,0.505,9,-12.141,0,0.0494,0.0959,0.9,0.0888,0.677,114.775,4,chicago-house
4941,3VvsbwvnTw6NOlnCFR0nAK,Floetry,Flo'Ology,Imagination,394946,False,0.649,0.429,4,-11.23,0,0.0802,0.0913,0.00137,0.0319,0.465,116.515,4,british
4942,7tDASYxj2O3UBK6VTWGaUW,Najim Arshad;Sangeetha Sreekanth,Oru Murai Vanthu Paarthaya (Original Motion Picture Soundtrack),Arikil,263620,False,0.582,0.556,5,-5.935,0,0.0309,0.877,0.00995,0.0883,0.357,143.993,4,pop-film
4943,64ePgq9aQ8w7MHbarfwwiZ,Ceephax Acid Crew,Box Steady,Darqcyde,338437,False,0.788,0.863,1,-8.549,1,0.0717,0.000107,0.835,0.0453,0.485,131.004,4,idm
4944,5HYuRYANROil0iLwKWkBdB,Pomme,ZEN 2022,when I c u,238626,False,0.328,0.116,9,-14.55,1,0.0371,0.957,7.08e-05,0.388,0.259,181.687,3,french
4945,01p5s1IbneueexPka3Px3O,Charlie Brown Jr.;Marcelo Nova,Música Popular Caiçara: Edição Luxo (Ao Vivo),Coração Satânico - Ao Vivo,271533,False,0.284,0.937,2,-4.411,1,0.164,0.00102,0.0,0.934,0.288,181.937,4,hard-rock
4946,4VlJMfwRPnJHZ60TDZDshW,Jor'dan Armstrong,52 Weeks of Summer,Came Up,199876,False,0.72,0.441,5,-9.626,0,0.172,0.668,3.96e-05,0.116,0.309,96.01,4,afrobeat
4947,3wNycDzsKr9SYh58yWsnP2,Mr.Children,重力と呼吸,秋がくれた切符,210733,False,0.287,0.592,3,-6.486,1,0.0267,0.425,5.47e-06,0.335,0.386,77.583,4,j-pop
4948,2hAoZ8jEe8UNWZL2iaVgc1,OSAMU SATO,LSD REVAMPED,Fried Banana 2018,279800,False,0.56,0.886,9,-8.416,0,0.0456,0.107,0.833,0.0795,0.964,120.005,4,idm
4949,6Kh5thzbnEAGzgLFeiVRc4,Shane O,Wedding Cake Riddim,All Out,144039,False,0.657,0.705,5,-3.979,0,0.209,0.0295,0.0,0.159,0.321,126.992,5,dancehall
4950,0wg0Ly8aadaS8FonmAu27A,Celtic Woman,Ancient Land (Deluxe),Going Home,241986,False,0.43,0.369,2,-7.828,1,0.0279,0.471,0.0,0.172,0.108,75.948,4,opera
4951,1sFFxRWtbJmYH3hP5Fvi3v,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,Bulletproof Heart,296733,False,0.405,0.95,6,-2.8,1,0.071,0.00033,3.47e-06,0.108,0.383,139.715,4,emo
4952,16qXHjHXikXPue7pYMgLx5,NTO;Rodriguez Jr.;Tricky,Loving You Like Always (Rodriguez Jr. Remix),Loving You Like Always - Rodriguez Jr. Remix,203882,False,0.535,0.82,7,-9.356,1,0.0325,1.28e-05,0.919,0.116,0.255,114.973,4,minimal-techno
4953,5NCNySW8lAekW79fumeTnG,サザンオールスターズ,世に万葉の花が咲くなり,せつない胸に風が吹いてた,264604,False,0.552,0.863,2,-4.972,1,0.0343,0.274,0.0,0.0988,0.767,131.916,4,j-pop
4954,7K5tOFxje8nlunmexOmWgo,DJ Snake;Ozuna;Megan Thee Stallion;LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",225600,False,0.796,0.836,6,-2.827,0,0.0473,0.00421,0.0068,0.101,0.68,100.033,4,electronic
4955,4RtKWao64GNQBLs7WgbxXb,Gost,Possessor,Sigil,234770,False,0.301,0.97,6,-0.939,0,0.122,0.00109,0.946,0.0879,0.217,129.768,4,club
4956,2OejjIQHB7W9vKB5gHj6Ln,Layo & Bushwacka!;Bushwacka!,Love Story,Love Story - Bushwacka! Remix,487146,False,0.683,0.665,9,-8.862,0,0.0377,0.0052,0.913,0.105,0.0683,131.978,4,breakbeat
4957,4VsGKABwzD4SlPsVXhIgSE,Busy Signal,Parts Of The Puzzle,Stay So,220464,False,0.859,0.623,8,-5.339,0,0.061,0.181,0.000259,0.165,0.807,101.978,4,j-dance
4958,1EBo9H6NjVeZRAlXcXLYq8,Jhayco,Esto No Se Le Dedica A Cualquiera,Me Extraña,234520,False,0.755,0.767,7,-3.754,0,0.106,0.0176,0.0,0.143,0.232,156.001,4,reggae
4959,0egYpJLBJGuqMO579aL47A,The Cramps,Smell of Female,Psychotic Reaction,234733,False,0.25,0.988,11,-5.754,1,0.13,0.0198,0.526,0.668,0.161,131.484,4,goth
4960,5SJ7wxV5pDvhxs4xjgb2cW,Elijah Gonzales;Shiloh Dynasty,Trust Nobody,Trust Nobody,166217,False,0.693,0.191,1,-18.597,0,0.115,0.789,0.342,0.102,0.784,208.001,4,sad
4961,2XQSgmtEY2titXhfY414dy,Boards of Canada,Music Has The Right To Children,Roygbiv,151520,False,0.631,0.521,4,-10.312,0,0.063,0.0201,0.923,0.103,0.118,84.033,4,trip-hop
4962,4bLCib4WnSGbkPTx6hln2x,Steely Dan,On air 70's Hits,Reelin' In The Years,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,rock
4963,4eqsIRw0sKnLafeqqU7Phh,Alberto Podestá;Rodolfo Lezica;Agustin Magaldi;Alberto Morán;Jorge Durán;Carlos Almada;Enrique Campos;Jorge Vidal;Mariano Leyes;Oscar Larroca;Armando Moreno;Alberto Marino,Grandes cantores del tango,Antiguo reloj de cobre,127760,False,0.54,0.409,3,-12.594,1,0.172,0.816,0.000838,0.201,0.706,96.114,4,tango
4964,68ae1LwQdpHhYwPrz7rTdl,Bleed From Within,Fracture,The End of All We Know,252333,True,0.359,0.979,6,-5.599,0,0.0866,0.000449,0.000282,0.326,0.303,149.026,4,metalcore
4965,03nTfF7fRu1FJgk2bDrsax,Disfear,Live the Storm,The Furnace,252400,False,0.33,0.99,2,-2.484,0,0.0779,1.6e-06,0.0055,0.136,0.0712,119.014,4,grindcore
4966,0vb21Y15llmTPEqw5m7KAW,Vijay Antony;Dinesh,Tn07 Al 4777 (Original Motion Picture Soundtrack),Aathichoodi,251210,False,0.739,0.738,7,-8.241,1,0.249,0.348,0.0,0.161,0.737,139.895,4,pop-film
4967,43GJmTLEE0itzVPFmCKmmS,Erasmo Carlos,50 Anos de Estrada (Ao Vivo no Theatro Municipal),Sentado à Beira do Caminho - Ao Vivo,301213,False,0.475,0.58,7,-8.119,1,0.0321,0.0905,8.06e-05,0.985,0.309,103.685,4,samba
4968,1kiTyfNdbxdwx6V5pi380k,Manjari,Karuthapakshikal (Original Motion Picture Soundtrack),Mazhayil,334440,False,0.492,0.685,2,-5.198,1,0.0449,0.716,0.00194,0.127,0.503,174.002,4,malay
4969,5T7DUEeAj0hkMLTzIlDCRz,Natalie Holt,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],Loki Green Theme,144761,False,0.458,0.475,5,-12.581,1,0.032,0.76,0.836,0.125,0.132,126.055,4,british
4970,3rFrusePhu0Uzf9XhTRtAV,Shogo Hamada,この新しい朝に,この新しい朝に,345433,False,0.546,0.815,11,-3.2,1,0.0311,0.118,2.78e-06,0.148,0.542,128.966,4,j-rock
4971,6Ww581O9pklqs42MN4Da6q,Sonny Fodera;Raphaella,Need U - Spotify Singles,Need U - Spotify Singles,154017,False,0.745,0.772,11,-5.161,0,0.0497,0.0642,1.69e-06,0.23,0.788,121.98,4,deep-house
4972,1mB7dCUM7sPyNab6R43nlj,Falling In Reverse,The Drug In Me Is You,The Drug In Me Is You,218786,True,0.548,0.855,3,-3.266,1,0.151,0.0149,0.0,0.127,0.644,145.133,4,metal
4973,7AcGFRQPq3kNArX1RU3cPM,Timmies;Shiloh Dynasty,Passion & Confusion,I Dont Wanna Know Her,122204,False,0.836,0.287,9,-14.701,0,0.342,0.599,0.00439,0.352,0.358,109.934,3,chill
4974,4JA1VA7I16v3g12AwWQN2A,Living Room,Ibiza Winter Island 2022 (The Deep-House Edition),Spirit Nature,227500,False,0.664,0.681,9,-10.967,0,0.0391,0.0316,0.853,0.125,0.5,120.003,4,jazz
4975,3Q97tyLwBoqT3hgpXC9h42,Robert Lowe,Just Dipping My Toe,Just Dipping My Toe,227036,False,0.679,0.127,7,-13.935,1,0.0693,0.927,0.908,0.104,0.44,80.072,4,guitar
4976,04x6DpeFQ72efXsD0DmWPQ,Jay Chou,十二新作,明明就,260386,False,0.543,0.428,9,-8.966,1,0.0262,0.14,0.0,0.0876,0.173,112.985,4,mandopop
4977,3mmOZNLF9RwO85BD37j4A1,Fleurie,Say It's Over,Say It's Over,215520,False,0.548,0.784,2,-6.542,1,0.0267,0.00558,0.00302,0.123,0.331,97.018,4,singer-songwriter
4978,5a7VBd32bFqT6GXU38l5qq,Sergei Prokofiev;Miriam K. Smith;Sandra Wright Shen,Momentum,"Cello Sonata in C Major, Op. 119: III. Allegro, ma non troppo",503341,False,0.363,0.0911,0,-22.805,1,0.0389,0.969,0.874,0.162,0.228,77.37,4,classical
4979,4BdHtHIs4bJ6O5uQEOb9pM,HANA,"聽雪落淚 (劇集 ""烈火如歌"" 主題曲)","聽雪落淚 - 劇集 ""烈火如歌"" 主題曲",198155,False,0.59,0.318,3,-11.462,1,0.0311,0.692,0.0,0.114,0.222,136.359,4,cantopop
4980,3mrCVBnj3LOOKZLlRoj2MT,Stam1na,Stam1na,Kadonneet kolme sanaa,222726,False,0.452,0.817,2,-8.372,1,0.0459,4.06e-05,0.915,0.394,0.354,130.161,4,heavy-metal
4981,3nFwh8bSIFzeVOnKZKzacA,George Lopez,Team Leader,Kids In the Store,260838,True,0.435,0.726,10,-14.431,1,0.937,0.847,0.0,0.885,0.362,85.097,5,comedy
4982,643KA1xhBJCulImSKjxSBN,John Dahlbäck;Agnes,10's Dance Classics,Life (Diamonds In the Dark) - Feenixpawl Remix,390000,False,0.778,0.66,8,-5.003,0,0.0617,0.00506,0.486,0.0474,0.162,127.977,4,progressive-house
4983,1rMEccgwbKt3qmAXeBqOyZ,Haricharan;Benny Dayal;Salim Kumar;Vishnu Vijay,"Ole Melody (From ""Thallumaala"")",Ole Melody,242005,False,0.752,0.452,0,-11.399,1,0.35,0.133,0.000194,0.236,0.833,99.684,4,pop
4984,4KAJHL1c9AGKDxRQFtm0wd,Carrie Hope Fletcher,When the Curtain Falls,Burn,222782,False,0.431,0.379,2,-8.042,1,0.0575,0.635,0.0,0.185,0.293,140.079,4,show-tunes
4985,2wvpGY0X2anQFBcypdkeIa,Mark With a K;Redhead,Forever Young,Live Free - Radio Edit,217603,False,0.515,0.811,2,-6.077,0,0.04,0.0111,0.0,0.54,0.15,149.928,4,hardstyle
4986,4OJWEXvhoqC2c3Z8IO59r6,dave the band,Slob Stories,Capsule,237573,False,0.243,0.963,8,-8.422,0,0.116,0.00094,0.000111,0.0844,0.145,166.627,4,garage
4987,4VC6Ihh1epJiQPiiMpJXDE,Barrington Levy,Poor Man Style,Don't Give Up,198440,False,0.83,0.467,9,-10.936,1,0.0953,0.0551,1.64e-05,0.0662,0.837,140.569,4,dub
4988,6wUK8WB3cbNUAAGjNmKy3M,Kayzo;Bad Omens,Suffocate,Suffocate,179200,True,0.638,0.961,7,-1.726,1,0.3,0.0144,0.00141,0.175,0.664,150.065,4,dubstep
4989,4CRp77Sf1fHsFIOp4yhdcu,Alexander Vertinsky,Velikie ispolniteli Rossii XX veka: Aleksandr Vertinskiy,Dorogoy dlinnoy,174871,False,0.566,0.201,10,-12.559,0,0.0707,0.989,5.86e-06,0.338,0.592,114.97,3,romance
4990,1BSAmxkrz2H8v5kpTfAT6v,Bea Miller,chapter two: red,like that,185440,False,0.426,0.445,6,-5.776,0,0.169,0.183,0.0,0.661,0.347,56.966,4,alt-rock
4991,7L18r0lddbrSDSSj5dSvRJ,Cosmic Psychos,Cum The Raw Prawn,Fuckwit City,212253,True,0.342,0.881,9,-7.097,1,0.0474,7.25e-05,0.301,0.135,0.237,136.554,4,psych-rock
4992,65c6VCikt7f5sAS1heoYQC,Bohemia;Sidhu Moose Wala,Same Beef,Same Beef,290360,False,0.779,0.854,9,-4.958,1,0.219,0.0462,0.0,0.21,0.379,91.992,4,hip-hop
4993,76gRg3RyCTCijQ2La5vtns,Pense,"Realidade, Vida e Fé",Existência,192053,False,0.569,0.988,6,-4.261,1,0.0617,0.000154,6.49e-06,0.173,0.883,112.012,4,hard-rock
4994,1xtlT8C62HToUvB0xmwvyi,Vishal Chandrashekhar;Sai Vignesh,Sita Ramam (Tamil) [Original Motion Picture Soundtrack],Kurumugil,218808,False,0.419,0.342,4,-10.985,1,0.0636,0.518,0.0,0.106,0.599,149.798,3,pop
4995,11pBR5cLzU99vehVE4ZZnt,Dan Cummins,Get Outta Here; Devil!,Get Outta Here Devil!,279317,True,0.599,0.682,5,-12.866,0,0.956,0.664,0.0,0.322,0.539,94.532,3,comedy
4996,641JGaa36EEBvjp1x2vqqn,Squash Bowels,Grindvirus,Oust - Odor Eliminator,133280,False,0.453,0.995,3,-2.36,0,0.173,1.5e-06,0.95,0.32,0.17,130.082,4,grindcore
4997,0N3JL9zXF0xy87cW5A08Yt,Hank Williams,The Ultimate Collection,There's A Tear In My Beer,168106,False,0.585,0.149,8,-16.003,1,0.0281,0.992,0.000279,0.165,0.483,140.631,4,honky-tonk
4998,5V0wtqmrvcc1ZAbgrhqpEu,Shapeshifter;Ladi6,Soulstice,In the Rain,331960,False,0.574,0.829,4,-6.675,0,0.0495,0.0352,0.0132,0.158,0.666,174.976,4,drum-and-bass
4999,4EotbqbrQJdh6niPUHXIfZ,Parijat,Serenity,Sigh,290130,False,0.221,0.0791,7,-19.858,1,0.0333,0.916,0.908,0.099,0.0384,159.836,4,new-age
5000,1EVzIY3Clxdq3yXRskKZtn,Nikhil D'Souza,Boss,Har Kisi Ko,304025,False,0.463,0.788,3,-6.523,1,0.0518,0.336,0.0,0.337,0.382,179.968,4,indie-pop
