,track_id,artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity
6688,0TaT50ZZxT4ytZxuqkE3A9,Van Halen,5150,Why Can't This Be Love,227693,False,0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,4,hard-rock,66
6689,7CTyBvcRHWso8oUcvyNkLt,for KING & COUNTRY;R3HAB,God Only Knows (R3HAB Remix),God Only Knows (R3HAB Remix),155000,False,0.542,0.695,11,-7.566,0,0.0559,0.19,0.000184,0.515,0.435,144.007,4,world-music,46
6690,5fuvbjqgCVH7WFcwHz2kZk,Doctora Juguetes;Felpita;Lambie;Hallie,Doctora Juguetes: Ya Llegó la Doctora,Grita Louie,53613,False,0.457,0.839,5,-4.377,1,0.142,0.645,0.0,0.0851,0.601,156.564,4,disney,24
6691,27NovPIUIRrOZoCHxABJwK,Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),212000,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,pop,86
6692,3uAKAp3BP77vaFjIwolelZ,Wet Wet Wet,Hits Pop Rock 90's,If I Never See You Again,230266,False,0.489,0.612,2,-5.58,1,0.0262,0.51,0.0,0.126,0.384,159.998,4,r-n-b,0
6693,1AEYT6VxrxXPMoQUxsY0E4,Trapt,Trapt,Headstrong,285569,True,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,4,metal,72
6694,5jCp5A9hMitx5zeo5Djofm,Wolfmother,Victorious,Pretty Peggy,229000,False,0.425,0.818,0,-4.694,1,0.0299,0.00804,0.000207,0.267,0.668,171.964,4,garage,49
6695,26dIIcqM4lSVjG3ue8dJkp,Chiodos,Illuminaudio,Modern Wolf Hair,229106,False,0.303,0.879,2,-3.395,1,0.076,0.0253,0.000187,0.659,0.142,91.082,4,metalcore,26
6696,2CborWCkWeDJzG0ZbB89BY,Andrew Gold,Para pedir dulces,"Witches, Witches, Witches",186373,False,0.726,0.772,2,-11.947,1,0.038,0.111,1.32e-06,0.183,0.867,140.113,4,power-pop,0
6697,3ToPFUIwvyuewhPgkmw8qg,Roberto Goyeneche;Orquesta Tipica Porteña,Antologia Roberto Goyeneche,Cafetín de Buenos Aires (with Orquesta Tipica Porteña),183253,False,0.46,0.346,2,-8.35,1,0.0464,0.808,0.0,0.168,0.36,101.055,4,tango,22
6698,2cDcYOhmL0nsZuLSXq2eUU,Marshmello;Bastille,Arbeitsmusik Herbst/Winter 2022/2023,Happier,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4,progressive-house,0
6699,6sVl8JVLtUjBfoREqsc9Wn,Jobii,Pizzazz,Taargus,145024,False,0.691,0.344,7,-7.852,0,0.0274,0.227,0.818,0.0932,0.245,82.985,4,study,28
6700,6TRljMcCdetlogDSmEsLU9,Boris Brejcha,Mein Wahres Ich,My Love,451869,False,0.798,0.767,0,-8.73,1,0.0355,0.00681,0.823,0.11,0.368,127.996,4,minimal-techno,38
6701,39BjmE63Oum0jR2QpHYSJv,Nohidea,Esuna,falling down,96053,False,0.778,0.309,8,-16.688,1,0.324,0.915,0.0925,0.343,0.556,80.115,4,chill,63
6702,1ua2qKp7kKmqdM9s9agISH,Reno & Smiley,The Talk Of The Town,Choking The Strings,156693,False,0.34,0.706,2,-7.939,1,0.0357,0.396,0.966,0.246,0.963,165.09,4,bluegrass,20
6703,7qD044i1ctJDfzVE61E7Nk,Julio Sosa,Varón (Remastered),María - Remastered,176933,False,0.313,0.481,7,-13.756,0,0.108,0.951,0.0,0.135,0.588,78.33,4,tango,23
6704,5Tc3mo5cJsFKUvPiEWzKn1,La Sonora Matancera;Bienvenido Granda,Sonora Matancera Vol. 4 - La Habana Cuba 1949-1958,Sujetate La Lengua,220040,False,0.509,0.502,6,-9.525,0,0.0566,0.744,0.0287,0.0201,0.729,100.623,4,salsa,29
6705,1KYrhFEG2XJgtd40D9czhb,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 1",Duvido,90743,False,0.593,0.585,1,-8.037,1,0.0474,0.331,0.0,0.397,0.866,171.865,4,pagode,45
6706,45HQ2LUH4ZruF1KmAnGLbq,BTS,"BTS, THE BEST",Lights,290960,False,0.607,0.636,5,-5.605,1,0.0324,0.179,0.0,0.176,0.421,98.997,4,k-pop,61
6707,4iMiLm8NqP0RJVr28HxQQK,Bernward Koch,Day of Life,The Enchanted Path,255760,False,0.255,0.127,0,-14.78,1,0.0323,0.929,0.954,0.104,0.0388,95.953,4,opera,50
6708,79HZAZNnOE97rb2hnI0XQr,Rauw Alejandro;Lyanno;Brray,LOKERA,LOKERA,195294,False,0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,4,latin,91
6709,4BG9vkQ9ROZrspG8YpBx04,Yves V;Mariana BO,Durga,Durga,165120,False,0.689,0.933,11,-5.72,0,0.076,0.0124,0.538,0.425,0.371,124.995,4,progressive-house,43
6710,1F7w5gUe3sHPuzqgg3hefJ,Pig&Dan,Techno Top 50: Edition 2022,Madness,382577,False,0.786,0.866,0,-10.324,1,0.08,3.34e-05,0.901,0.104,0.0475,133.001,4,spanish,0
6711,34waBzgvsjmOvIMl8SbuVm,Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,Bizet : Carmen,"Carmen, Act III: No.21 Morceau d'ensemble : Quant au douanier (Carmen/Frasquita/Mercédès/Le Dancaïro/Le Remendado/Le Bohémiens et Bohémiennes)",179893,False,0.412,0.165,6,-16.907,1,0.0572,0.98,4.05e-05,0.13,0.314,122.892,4,opera,22
6712,6b9Iy4mw07KNmkfp9fa7cJ,Kidz Bop Kids,KIDZ BOP Halloween,Candy Girl,214866,False,0.728,0.916,10,-5.371,0,0.0762,0.0731,0.0,0.423,0.805,104.033,4,children,34
6713,1IsOENKtdg76Z8xClXcNNs,Eason Chan,EasON AIR,你有自己一套 - Live at EasON AIR,219302,False,0.658,0.541,5,-10.202,1,0.04,0.613,0.000629,0.263,0.182,101.984,4,cantopop,42
6714,0ps8AEK7yyrTjM2DAO7gKN,static breather,Oxydation,Oxydation,148500,False,0.719,0.396,6,-12.47,1,0.0773,0.0702,0.275,0.0815,0.529,159.964,4,study,34
6715,7IzEoGHwj4a3h78Yl5r4xq,Original Cast of Amélie,Amélie - A New Musical (Original Broadway Cast Recording),A Better Haircut,275413,False,0.491,0.288,2,-7.512,1,0.0434,0.816,0.0,0.209,0.371,76.413,3,show-tunes,22
6716,6btegcu44HqquqArljhFxu,Seedhe Maut;MC STAN,न,Nanchaku,193116,True,0.81,0.66,2,-8.791,1,0.316,0.141,0.0,0.173,0.443,140.081,4,indie,56
6717,4pSj48vhbXwYvf2zbD1WJa,The Chemical Brothers,The Boxer,The Boxer - DFA Mix Edit,410160,False,0.714,0.892,7,-5.258,1,0.0425,0.0102,0.85,0.32,0.876,96.997,4,breakbeat,15
6718,1owthp3iKcZh4FmStOATX8,Fit For A King,Locked (In My Head),God of Fire,210692,False,0.622,0.876,0,-6.831,1,0.092,0.00281,0.000575,0.0781,0.253,129.944,4,metalcore,24
6719,5oeFEW0WGSGEdXMDKNI4z4,Johnny Burnette,Johnny Burnette's Hits And Other Favorites,"You're Sixteen, You're Beautiful (And You're Mine)",119026,False,0.431,0.352,2,-11.673,1,0.0313,0.816,0.0,0.066,0.693,76.412,4,rockabilly,51
6720,7kxfWvj6u9oWQ5C36kMtGb,Alter Bridge,Blackbird,Watch Over You,259133,False,0.276,0.658,7,-5.418,1,0.0329,0.0836,0.000553,0.161,0.16,172.326,4,alt-rock,60
6721,4fY0exlqElNjOIDCl3TYUl,Morat,Halloween 2022 Pop Vol. 1,Otras Se Pierden,234656,False,0.624,0.903,9,-4.523,1,0.0521,0.11,0.0,0.107,0.68,201.819,4,latin,1
6722,0BhGZmaQ1SET53qGkGvwxD,Keane,Strangeland,Silenced By The Night,196466,False,0.515,0.809,1,-5.051,1,0.0288,0.00188,9.86e-06,0.0983,0.237,111.985,4,piano,60
6723,4pcC7KJSRPchjR0LH4EtKe,Zeca Pagodinho;Almir Guineto,Novo Millennium,Insensato Destino - Ao Vivo,224733,False,0.363,0.875,2,-9.495,1,0.312,0.313,0.0,0.449,0.713,101.109,4,samba,35
6724,0OdztoASgKBBNcAgtErk0X,Abdul Hannan;Rovalio,Bikhra,Bikhra,168300,False,0.462,0.371,6,-11.604,0,0.0988,0.794,0.118,0.124,0.187,99.662,4,indie,66
6725,08izdMh6SFTxOd5ekY7QKU,Maelo Ruiz,Exitos Originales,La Primera Noche,292973,False,0.75,0.602,8,-7.637,1,0.0357,0.435,0.0,0.0954,0.94,92.593,4,salsa,34
6726,5MlzjVzTnolUIah7beG87r,Georges Bizet;Maria Callas;Jane Berbié;Nadine Sautereau;Orchestre de l'Opéra National de Paris;Georges Prêtre,Pure - Maria Callas,"Bizet: Carmen, Act 2: ""Les tringles des sistres tintaient"" (Carmen, Frasquita, Mercédès)",267746,False,0.398,0.237,0,-14.006,1,0.0589,0.845,0.0,0.0751,0.162,133.67,4,opera,21
6727,5SDOPP5zCdggONUuYWiiTS,Linkin Park,Hybrid Theory (Bonus Edition),"Papercut - Live at Yalding House, London, England, 1/12/2001 - BBC One",189973,False,0.474,0.966,1,-4.104,0,0.135,0.000291,0.00025,0.178,0.742,150.051,4,grunge,52
6728,7BjQd0sfYsMGVrTpRdBNTT,Pritam;Arijit Singh;Badshah;Jonita Gandhi;Nakash Aziz,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),The Breakup Song,252631,False,0.818,0.93,11,-2.982,1,0.247,0.33,0.0,0.658,0.831,113.988,4,indian,54
6729,24TRTp7M7B2eYgK9kof5je,The Platters,Christmas Soul Classics,I'll Be Home For Christmas,156840,False,0.252,0.32,3,-8.69,1,0.0293,0.797,1.36e-06,0.138,0.23,101.535,3,rockabilly,0
6730,6cUrY5atM8kom3hSuUslzo,Seyi Shay;Patoranking;Shadrach Adeboye,Afropop 2022,Murda,210680,False,0.62,0.841,6,-2.306,1,0.046,0.54,0.0,0.111,0.863,103.066,4,dancehall,0
6731,4oaQcMvtAdT95zgC4KjZVA,rody dünyada,Keşif,Keşif,260269,False,0.594,0.295,2,-14.478,0,0.0364,0.212,0.0,0.138,0.27,148.013,4,turkish,38
6732,5THxirvtOzQQoUL9wLldgP,OFFAIAH,Find A Way,Find A Way,113251,False,0.898,0.814,7,-5.218,1,0.118,0.000121,0.426,0.147,0.608,124.041,4,groove,54
6733,0q6UFfew9uxNgxqWM0Q7wd,Charli XCX,House Anthems,Used to Know Me,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,electro,5
6734,4UCdQ7bEg49S8P9rq5HVRO,Andrew Bayer,Journey To ABGT500 pt.2,The District (ABGT499D3),299536,False,0.567,0.855,1,-5.844,0,0.0857,0.000522,0.584,0.0813,0.151,128.112,4,trance,32
6735,46GFAtmuQpg31pX7JdwHQ6,Marisa Monte,Barulhinho Bom,Segue o Seco - Ao Vivo,178133,False,0.472,0.674,8,-11.831,1,0.055,0.101,0.000151,0.112,0.829,168.929,4,mpb,39
6736,1Q5kgpp4pmyGqPwNBzkSrw,The Doors,Morrison Hotel,Roadhouse Blues,243826,False,0.623,0.633,9,-8.212,1,0.0304,0.336,4.6e-05,0.147,0.895,121.119,4,psych-rock,71
6737,7gAfY8Y5aBrsAfNaejxXMY,Our Last Night,you broke me first,you broke me first,168145,True,0.515,0.949,1,-3.521,0,0.0806,0.000103,1.22e-05,0.348,0.308,124.069,4,metalcore,60
6738,3HO1JGzpkpKlCscOi9gEZa,AMONGST THE ASHES,Agonizing Awakening,Exordium of Sickness,80948,False,0.423,0.853,1,-10.133,1,0.0382,0.00044,0.69,0.145,0.107,89.98,4,iranian,0
6739,1aesK4KrWp8IF3jtRdA3WJ,Eikichi Yazawa,YAZAWA (50th Anniversary Remastered),LOVE THAT WAS LOST - Remastered 2022,225826,False,0.741,0.519,0,-11.103,1,0.0259,0.215,0.00205,0.319,0.899,107.882,4,rockabilly,34
6740,7brklODLV3PPxHOsNF1EXH,Katt Williams,American Hustle,Keep Your Focus,287956,True,0.581,0.718,6,-14.619,0,0.928,0.831,0.0,0.938,0.376,115.837,3,comedy,21
6741,60WkxUM7Zhx2N1Fik1r9Gy,Dinos,Best Hip Hop Tunes,Tulum,147840,True,0.863,0.561,11,-9.924,0,0.161,0.178,0.000844,0.0814,0.472,119.9,4,french,0
6742,5U3GLcPtqs5olKorFJmB6H,Mark D. Pencil,The Exercise Game,The Exercise Game # 1,344640,False,0.626,0.644,1,-8.961,1,0.211,0.0236,0.19,0.0561,0.307,121.81,4,kids,14
6743,23QPVBcCZ72vpuy9hLLlK2,Lörihen,Bajo la Cruz,Bajo la Cruz,282645,False,0.464,0.785,11,-4.501,1,0.0358,0.000559,0.0,0.105,0.384,125.078,4,heavy-metal,31
6744,3i0VfLdOUCks9DmAht65XI,Nina Nesbitt,"The Sun Will Come up, The Seasons Will Change",The Best You Had,176853,True,0.69,0.582,5,-6.259,0,0.0333,0.358,0.0,0.0776,0.448,122.02,4,singer-songwriter,60
6745,5djymDPX9E9k6kHzEukIeS,Vermont (BR);Bandi,Kazahi,Kazahi,385774,False,0.338,0.891,6,-5.181,0,0.0446,0.000153,0.541,0.0442,0.135,106.508,1,trance,46
6746,1tRpraJDpEUl0HjnkMosqx,Red Hot Chili Peppers,Top of the Rock,Black Summer,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock,3
6747,0FnEFCpMwTzACVJ7nnDf4H,Stephen Sanchez,Autumn Vibe,Until I Found You,177720,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,songwriter,1
6748,0Nw5oTKvYOm8yJwff1zWnj,Aníbal Troilo Y Su Orquesta Típica,Anibal Troilo Y Sus Cantores - RCA Victor 100 Años,El Motivo,187413,False,0.379,0.445,2,-6.36,0,0.033,0.745,0.000989,0.194,0.462,109.571,4,tango,18
6749,1Fuq7EKXUBdnYvFAPpRQbb,Ekwon,"Born in Shroud, Dead in Womb",Familicide,240863,True,0.259,0.914,2,-4.779,1,0.141,0.000227,0.173,0.17,0.0531,139.853,4,iranian,0
6750,4mZrKTljgh5arEVjzhsis9,Johann Sebastian Bach;Münchener Bach-Orchester;Karl Richter;Münchener Bach-Chor,Classical Christmas 2022,"Magnificat in D Major, BWV 243: I. Chorus: ""Magnificat""",181386,False,0.555,0.526,9,-13.588,1,0.0422,0.876,0.902,0.218,0.89,90.608,3,german,0
6751,7JOCpcEFZ0OaQQHAbjfR0q,dvsn,The Look - R&B Feels,If I Get Caught,186114,True,0.797,0.492,8,-5.288,0,0.0815,0.159,0.0,0.0584,0.875,149.019,3,soul,0
6752,1ufGqwim7RHxVsdaxuLmAY,guccihighwaters,post death,i'm so sick of this,234736,True,0.719,0.387,10,-9.38,0,0.0643,0.891,0.0,0.114,0.17,135.064,4,emo,56
6753,7waHYwOnXko0dPOrhe28vb,Forró Ideal;Aldair Playboy,Tá Balançando a Cama Box,Tá Balançando a Cama Box,168712,False,0.778,0.871,1,-2.304,1,0.111,0.245,0.0,0.0387,0.962,76.497,4,forro,39
6754,3nbIF443LmafuG6xC688Mo,Marianne Faithfull,Songs Of Innocence And Experience 1965-1995,Sister Morphine - 1969 Version,331960,False,0.423,0.468,9,-11.395,0,0.0322,0.0858,0.00231,0.197,0.178,161.328,4,british,29
6755,0RKv7sebi8uGmi6EYjAWfJ,The Beach Boys,Jingle Bell Rock 2022,Little Saint Nick - 1991 Remix,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock,0
6756,32qsBWH7rum5R0njrjXC9M,GAIA,Trance Top 1000 (Mini Mix 001) - Armada Music,Stellar (Mixed),109105,False,0.541,0.846,8,-10.979,1,0.0462,0.00306,0.901,0.516,0.0395,131.945,4,trance,51
6757,6RyaV7owmVU6fzEPE17sF1,Daddy Yankee,Que Tire Pa Lante,Que Tire Pa Lante,210520,False,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,4,reggae,69
6758,0tEAGQTo2PXnWFKn99x0a7,Osho Jain;Melissa Srivastava,"Uljhe Hue (From ""Uljhe Hue"")","Uljhe Hue - From ""Uljhe Hue""",112750,False,0.532,0.123,5,-10.427,1,0.0346,0.908,0.0,0.0729,0.256,76.569,4,songwriter,51
6759,4J0MK1go6edXYbMA34FxTo,Alessia Cara,Pop Christmas 2022,Make It To Christmas,211013,False,0.535,0.522,2,-7.87,1,0.0363,0.131,0.0,0.438,0.305,77.054,4,electro,0
6760,5oYLnny35ndF8vka1USHMZ,KSU,Xxx Lecie-Akustycznie,Moje Bieszczady,227733,False,0.604,0.887,4,-5.721,0,0.0274,0.0548,8.93e-05,0.132,0.963,134.999,4,hardcore,31
6761,07gndbI3ueJQ18Fv6ihl4T,Jacek Stachursky,2k19,Doskozzza,330434,False,0.474,0.87,9,-5.827,1,0.0675,0.0501,0.444,0.0986,0.28,103.468,3,disco,34
6762,6y20BV5L33R8YXM0YuI38N,Queens of the Stone Age,Songs For The Deaf,No One Knows,278746,False,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,4,r-n-b,72
6763,4D47Py1pwJVOpYm0Mr2OhD,"José Alberto ""El Canario""",Era Salsa para Bailar,Hoy Quiero Confesar,267360,False,0.529,0.806,2,-4.96,1,0.033,0.518,1.88e-05,0.0356,0.951,90.053,4,salsa,0
6764,3VS1hkofsGq4NwkYdAYL1l,Anuel AA;KAROL G,Halloween 2022 Perreo Vol. 1,Secreto,258799,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,reggaeton,2
6765,5KlmJvz7hZDWnRdMc3Kjdj,Timothy Infinite;edddi p,The Homies,The Homies,191999,False,0.839,0.368,2,-12.862,0,0.0454,0.00608,0.0861,0.658,0.434,115.034,4,study,8
6766,3ThlyeP5Ojwsc4xjyooleh,High Contrast;Callum Beattie,Night Gallery,Come Together,290306,False,0.527,0.79,0,-5.327,1,0.0313,0.00666,0.524,0.118,0.355,150.016,4,drum-and-bass,21
6767,54kofthDNPNcQVuia0NuDl,Jhayco;Anuel AA,pov: it's 2021,Ley Seca,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,reggaeton,0
6768,58rvKBnfptMM2MkpPGnQz1,Paulo Cesar Baruk,Louvor Eletro-Acústico 1,Dependo de Ti,306693,False,0.387,0.516,4,-7.248,1,0.0401,0.626,0.0,0.18,0.157,130.008,4,gospel,38
6769,6aohbLHV7VC1QcgwXPcwjO,Paulo Diniz,Preferencia Nacional,José,185800,False,0.667,0.372,9,-12.071,0,0.0568,0.732,0.0,0.128,0.551,129.197,4,samba,43
6770,58eskjXndK4EbVBnCKcfHi,DJ Snake;Sean Paul;Anitta;Tainy,Esto me suena a Farra,Fuego,195428,False,0.78,0.856,8,-6.264,0,0.267,0.0233,0.0,0.0916,0.605,104.904,4,dance,1
6771,2S79bB4RoEFaisdjp08RlF,Marc Anthony,Éxitos del Pop en Español de los Años 2000,Valió la Pena - Salsa Version,288786,False,0.51,0.725,9,-5.183,0,0.0549,0.327,6.69e-06,0.074,0.836,98.5,4,latin,0
6772,7oWwsoYwHZhfAz54z99k9b,Hans Zimmer;Orchestra,Hans Zimmer: Epic Scores,Suite [Nine Months],313880,False,0.0621,0.19,5,-18.785,1,0.0398,0.883,0.853,0.688,0.0518,62.983,4,german,11
6773,6AzvnqoLOvF9xWORA2K9Zj,Anderson Freire,Identidade,Coração de Jó,301580,False,0.508,0.472,2,-9.44,1,0.0263,0.574,0.0,0.0912,0.378,75.982,4,gospel,39
6774,1GMufNnkKAnPLnqKJ5HHxW,BLACKPINK,THE ALBUM,Lovesick Girls,192765,False,0.658,0.732,6,-4.762,1,0.0654,0.00513,0.0,0.13,0.409,127.995,4,k-pop,73
6775,4xhOQ76KERQIrj2xpvsOFV,Hank Williams;Drifting Cowboys,The Original Singles Collection . . . Plus,Mind Your Own Business,176066,False,0.759,0.443,4,-10.217,1,0.0325,0.89,0.0,0.102,0.842,140.658,4,honky-tonk,12
6776,0ocyurmXrd4E0lXHtbOlPA,Niranj Suresh;Gopi Sundar,Role Models (Original Motion Picture Soundtrack),Thechille Penne,268620,False,0.781,0.594,0,-8.511,1,0.0346,0.37,0.000281,0.314,0.615,120.022,4,malay,33
6777,04oTyEbJ190RfXWSlTP4b7,James Hype;Pia Mia,Good Luck,Good Luck,147597,False,0.701,0.836,8,-6.093,1,0.051,0.0721,0.0,0.248,0.712,125.927,4,deep-house,61
6778,1awFpQBlLQaFpSHmRmTpEj,Plan 4,Dos Caras,El Señor de la Guerra,191600,False,0.505,0.802,7,-4.31,1,0.0453,0.0017,0.0,0.142,0.516,150.054,4,heavy-metal,23
6779,1gdghsFly6UyRWpARtW5mp,Aitana;Emilia;Ptazeta,Reggeaton Imperdible,Quieres,213666,False,0.796,0.646,11,-3.925,0,0.158,0.0744,0.0,0.127,0.663,180.03,4,latin,1
6780,0nhBKubnVz9yFNNprBniWz,Troye Sivan,Blue Neighbourhood (Deluxe),YOUTH,185194,False,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,91.507,4,dance,72
6781,0UnMNYk8gGsC6GlY8cE7R0,Japanische Kampfhörspiele,Rauchen und Yoga,Verrat am Metal,393933,False,0.322,0.817,1,-6.957,1,0.201,0.000391,0.222,0.256,0.0769,106.878,4,grindcore,10
6782,5r0x87jwTbkVjA3FQNOykz,Maneva;Gabriel Elias,Corre Pro Meu Mar,Corre Pro Meu Mar,204800,False,0.576,0.399,11,-12.865,1,0.0354,0.584,1.26e-05,0.136,0.405,91.997,4,brazil,45
6783,1Dwg3k4uLjmopUy9KLiFkc,Trivax,Sin,Wormwood,309885,False,0.14,0.973,1,-4.57,1,0.117,1.79e-06,0.836,0.101,0.0952,162.686,4,iranian,1
6784,5VtmjL1N8ad1ck9oym0YAB,Julie Andrews;Bill Lee;Charmian Carr;Angela Cartwright;Duane Chase;Nicholas Hammond;Kym Karath;Heather Menzies;Debbie Turner,The Sound Of Music (Original Soundtrack Recording),Edelweiss - Reprise,112200,False,0.287,0.127,10,-15.797,1,0.0399,0.929,4.03e-05,0.0841,0.227,123.83,3,show-tunes,51
6785,7hlRDPH40A6qC98Q7aNB2C,Chris Tomlin;Pat Barrett,Holy Roar,How Sweet It Is,219560,False,0.468,0.157,6,-11.996,1,0.031,0.837,0.0,0.191,0.356,135.415,4,world-music,40
6786,7gbSDq9luQx6yVl7HyJGIW,Peter Sandberg,Dismantle,Dismantle,115578,False,0.399,0.136,3,-20.219,1,0.0307,0.985,0.895,0.156,0.396,100.195,3,ambient,61
6787,53POBS0w7luZeQYUCCoHfv,Play School,50 Best Songs,Baa Baa Black Sheep,59000,False,0.827,0.158,7,-11.261,1,0.0458,0.964,0.000615,0.108,0.9,99.821,4,children,28
6788,4xDcGgOzoQq5Jrfa2gkY03,Currents,The Way It Ends,Let Me Leave,201011,False,0.494,0.92,1,-6.432,0,0.05,7.12e-05,0.0418,0.0997,0.224,120.114,4,death-metal,52
6789,3hp6JfJIxkv3sl7E6p7DQj,Arijit Singh,Fitoor,Yeh Fitoor Mera,283070,False,0.449,0.421,4,-8.92,1,0.0272,0.387,0.000108,0.11,0.203,163.747,3,pop-film,64
6790,4mjiPJTu7oPsqwCcJgf6zL,Byejack;dy,"December, 25 - Scaro Remix","December, 25 - Scaro Remix",154666,False,0.467,0.726,8,-6.636,1,0.0642,0.0205,1.28e-05,0.101,0.215,135.099,4,cantopop,22
6791,1Sz402s2SN6nPicOA8DPah,MC Mazzie;DJ NpcSize;DJ Wizard,Saka Saka Saka,Saka Saka Saka,184080,True,0.805,0.743,0,-7.244,1,0.0735,0.177,0.00155,0.149,0.612,130.143,4,funk,45
6792,0KbPM4avkXu7RHal3cxiwk,Jonathan Lee,滾石香港黃金十年-李宗盛精選,鬼迷心竅,256293,False,0.508,0.521,2,-10.23,1,0.0329,0.477,0.0,0.0964,0.18,119.946,4,mandopop,46
6793,7ykMS6DBrx2yVP6izrS2KR,Ray Volpe,Feeling This Way,Feeling This Way,207200,False,0.52,0.958,1,-3.674,1,0.049,8.88e-05,0.561,0.135,0.167,150.031,4,dubstep,45
6794,69NpPwkjb1hPTCMvh03R2j,Zacke,I ett case,I ett case,218080,True,0.659,0.525,1,-8.809,0,0.36,0.632,0.0,0.136,0.435,152.019,4,swedish,35
6795,3dAiWRwZXd8pEOhItkkZXb,Bachman-Turner Overdrive,Fiesta temática 70s,Hey You,210893,False,0.491,0.849,9,-5.188,1,0.0309,0.0526,0.0094,0.274,0.932,118.161,4,folk,0
6796,45sGF1ECh24oYcaSZ4jBxz,Jhayco;Anuel AA,Fiesta portatil,Ley Seca,263666,False,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,latin,1
6797,7lL7AgPCYvDHz8AI4nergA,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),Laichzeit,262798,False,0.786,0.635,4,-8.304,1,0.0736,0.000244,0.143,0.0797,0.687,133.604,4,industrial,54
6798,7GXqjUHhDUrQXZwO8aHXGS,The Future Sound Of London,ISDN,Kai,264800,False,0.498,0.339,6,-20.523,0,0.0389,0.00373,0.81,0.168,0.429,174.582,4,breakbeat,12
6799,4YDHRtzm0OGuieCTVQjVuk,BTS,Love Yourself 結 'Answer',Trivia 起 : Just Dance,225220,False,0.723,0.906,1,-4.777,0,0.281,0.0929,0.0,0.0771,0.393,125.023,4,k-pop,64
6800,3dwDBE5AMcHLxemIAEp2xb,Enrico Sangiuliano,Silence EP,Future Dust - Original Mix,509090,False,0.788,0.915,7,-4.904,1,0.0431,0.000695,0.839,0.0962,0.0934,132.005,4,techno,59
6801,3L6dbpjAYIikI5bk1fcCiR,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),僕たちの戦争,255880,False,0.499,0.93,5,-5.551,1,0.0719,0.184,0.0,0.368,0.646,170.053,4,j-idol,32
6802,12bzWEGUukIepPKInajHzZ,Ivete Sangalo,O Carnaval De Ivete Sangalo 2015 (Ao Vivo),Na Base Do Beijo / Manda Ver / Pra Abalar - Ao Vivo / Medley,266733,False,0.407,0.965,11,-5.605,1,0.25,0.133,4.63e-05,0.416,0.534,168.05,4,samba,37
6803,2Cn42wAQwgQ5qv61UUdKdR,Scorz;Diana Leah,Come To Life,Come To Life,183876,False,0.744,0.85,0,-6.633,1,0.0401,0.00569,0.111,0.098,0.211,123.992,4,trance,55
6804,0z36xwxw8zG1kBtQuZNYMU,Feid,FELIZ CUMPLEAÑOS,Normal,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,latino,4
6805,0JLqlXev7QGsvzoLdzQELs,Alan Menken;Disney,A Pequena Sereia (Trilha Sonora Original em Português),Músicas Principais - A Pequena Sereia,86186,False,0.227,0.244,7,-14.114,1,0.0358,0.819,0.743,0.229,0.13,88.505,4,disney,27
6806,5E0Rk6dIfej6CzPN8yuH7f,Levent Yüksel,Med Cezir,Kadınım,271699,False,0.625,0.32,0,-15.046,0,0.0308,0.433,1.81e-05,0.117,0.305,101.865,4,j-pop,40
